==3858== NVPROF is profiling process 3858, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==3858== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==3858== Profiling result:
==3858== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )",18,"dram_read_transactions","Device Memory Read Transactions",200152,203644,201557
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )",18,"dram_write_transactions","Device Memory Write Transactions",2912,9875,7604
"TITAN Xp (0)","void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::plusto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)",1,"dram_read_transactions","Device Memory Read Transactions",3115220,3115220,3115220
"TITAN Xp (0)","void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::plusto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)",1,"dram_write_transactions","Device Memory Write Transactions",3090900,3090900,3090900
"TITAN Xp (0)","void mshadow::cuda::SoftmaxKernel<int=8, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=2, unsigned int)",1,"dram_read_transactions","Device Memory Read Transactions",9339032,9339032,9339032
"TITAN Xp (0)","void mshadow::cuda::SoftmaxKernel<int=8, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=2, unsigned int)",1,"dram_write_transactions","Device Memory Write Transactions",6292886,6292886,6292886
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_fEEEviDpT0_",36,"dram_read_transactions","Device Memory Read Transactions",32,2708,284
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_fEEEviDpT0_",36,"dram_write_transactions","Device Memory Write Transactions",0,12,2
"TITAN Xp (0)","void mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int>(float*, int const *, int const *, int const , int const , mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int> const *, int, int)",2,"dram_read_transactions","Device Memory Read Transactions",119398,136452,127925
"TITAN Xp (0)","void mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int>(float*, int const *, int const *, int const , int const , mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int> const *, int, int)",2,"dram_write_transactions","Device Memory Write Transactions",48919,54725,51822
"TITAN Xp (0)","sgemm_32x32x32_NN_vec",131,"dram_read_transactions","Device Memory Read Transactions",101590,972583,306615
"TITAN Xp (0)","sgemm_32x32x32_NN_vec",131,"dram_write_transactions","Device Memory Write Transactions",18240,42989,24813
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensor<float const >, cublasGemvTensor<float>, float>>(float, float, float const )",18,"dram_read_transactions","Device Memory Read Transactions",102584,113680,103672
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensor<float const >, cublasGemvTensor<float>, float>>(float, float, float const )",18,"dram_write_transactions","Device Memory Write Transactions",4,108,70
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity>(int, bool, float const *, mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity>*, mshadow::Shape<int=2>, mshadow::Shape)",108,"dram_read_transactions","Device Memory Read Transactions",0,113467,47439
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity>(int, bool, float const *, mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity>*, mshadow::Shape<int=2>, mshadow::Shape)",108,"dram_write_transactions","Device Memory Write Transactions",0,98469,46724
"TITAN Xp (0)","void op_generic_tensor_kernel<int=2, float, float, float, int=256, cudnnGenericOp_t=11, cudnnNanPropagation_t=0, cudnnDimOrder_t=0, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, float, dimArray, reducedDivisorArray)",174,"dram_read_transactions","Device Memory Read Transactions",0,20224,2262
"TITAN Xp (0)","void op_generic_tensor_kernel<int=2, float, float, float, int=256, cudnnGenericOp_t=11, cudnnNanPropagation_t=0, cudnnDimOrder_t=0, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, float, dimArray, reducedDivisorArray)",174,"dram_write_transactions","Device Memory Write Transactions",0,7528,801
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=5, float>, float>, mshadow::expr::Plan<mshadow::expr::SwapAxisExp<mshadow::Tensor<mshadow::gpu, int=5, float>, float, int=5, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=5)",76,"dram_read_transactions","Device Memory Read Transactions",0,200958,7697
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=5, float>, float>, mshadow::expr::Plan<mshadow::expr::SwapAxisExp<mshadow::Tensor<mshadow::gpu, int=5, float>, float, int=5, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=5)",76,"dram_write_transactions","Device Memory Write Transactions",0,199386,7619
"TITAN Xp (0)","void op_generic_tensor_kernel<int=2, float, float, float, int=256, cudnnGenericOp_t=12, cudnnNanPropagation_t=0, cudnnDimOrder_t=0, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, float, dimArray, reducedDivisorArray)",152,"dram_read_transactions","Device Memory Read Transactions",0,184502,23229
"TITAN Xp (0)","void op_generic_tensor_kernel<int=2, float, float, float, int=256, cudnnGenericOp_t=12, cudnnNanPropagation_t=0, cudnnDimOrder_t=0, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, float, dimArray, reducedDivisorArray)",152,"dram_write_transactions","Device Memory Write Transactions",0,92389,10850
"TITAN Xp (0)","void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::multo, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)",1,"dram_read_transactions","Device Memory Read Transactions",3107951,3107951,3107951
"TITAN Xp (0)","void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::multo, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)",1,"dram_write_transactions","Device Memory Write Transactions",3087046,3087046,3087046
"TITAN Xp (0)","sgemm_128x128x8_NN_vec",2,"dram_read_transactions","Device Memory Read Transactions",562934,11607928,6085431
"TITAN Xp (0)","sgemm_128x128x8_NN_vec",2,"dram_write_transactions","Device Memory Write Transactions",179554,202099,190826
"TITAN Xp (0)","sgemm_32x32x32_NT_vec",54,"dram_read_transactions","Device Memory Read Transactions",68538,296112,154656
"TITAN Xp (0)","sgemm_32x32x32_NT_vec",54,"dram_write_transactions","Device Memory Write Transactions",18001,43001,32411
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_13ReverseKernelEJPfS4_NS_9OpReqTypeEjjjjPKfEEEviDpT0_",4,"dram_read_transactions","Device Memory Read Transactions",511734,627886,575917
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_13ReverseKernelEJPfS4_NS_9OpReqTypeEjjjjPKfEEEviDpT0_",4,"dram_write_transactions","Device Memory Write Transactions",101421,104581,102564
"TITAN Xp (0)","void mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>(mshadow::Tensor<mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu, int=3, float>, mshadow<mshadow::Tensor, int=1, float>, mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu)",36,"dram_read_transactions","Device Memory Read Transactions",74,770,276
"TITAN Xp (0)","void mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>(mshadow::Tensor<mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu, int=3, float>, mshadow<mshadow::Tensor, int=1, float>, mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu)",36,"dram_write_transactions","Device Memory Write Transactions",0,120,7
"TITAN Xp (0)","void mxnet::op::mxnet_op::softmax_compute_kernel<int=7, mxnet::op::mxnet_op::softmax_fwd, float, int=2>(float*, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)",18,"dram_read_transactions","Device Memory Read Transactions",319,1330,613
"TITAN Xp (0)","void mxnet::op::mxnet_op::softmax_compute_kernel<int=7, mxnet::op::mxnet_op::softmax_fwd, float, int=2>(float*, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)",18,"dram_write_transactions","Device Memory Write Transactions",1339,3810,1928
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",36,"dram_read_transactions","Device Memory Read Transactions",213,112899,50802
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",36,"dram_write_transactions","Device Memory Write Transactions",0,98693,48299
"TITAN Xp (0)","sgemm_128x128x8_NT_vec",1,"dram_read_transactions","Device Memory Read Transactions",15870588,15870588,15870588
"TITAN Xp (0)","sgemm_128x128x8_NT_vec",1,"dram_write_transactions","Device Memory Write Transactions",3094743,3094743,3094743
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=4>, mshadow::Shape, mshadow::Shape)",18,"dram_read_transactions","Device Memory Read Transactions",102738,106090,105500
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=4>, mshadow::Shape, mshadow::Shape)",18,"dram_write_transactions","Device Memory Write Transactions",66606,69402,68447
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_read_transactions","Device Memory Read Transactions",1503806,2157244,1830525
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_write_transactions","Device Memory Write Transactions",749263,1051168,900215
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",6,"dram_read_transactions","Device Memory Read Transactions",80,724,213
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",6,"dram_write_transactions","Device Memory Write Transactions",0,344,106
"TITAN Xp (0)","void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::saveto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)",8,"dram_read_transactions","Device Memory Read Transactions",6688,3094647,406550
"TITAN Xp (0)","void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::saveto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)",8,"dram_write_transactions","Device Memory Write Transactions",17396,163659,53678
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::left, int=2>(int, int, bool, float const *, float const , float const , mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::left, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",72,"dram_read_transactions","Device Memory Read Transactions",10000,214202,109797
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::left, int=2>(int, int, bool, float const *, float const , float const , mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::left, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",72,"dram_write_transactions","Device Memory Write Transactions",166,57144,28759
"TITAN Xp (0)","void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy620 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>**, bool=0, int, int)",2,"dram_read_transactions","Device Memory Read Transactions",320,320,320
"TITAN Xp (0)","void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy620 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>**, bool=0, int, int)",2,"dram_write_transactions","Device Memory Write Transactions",0,8,4
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",72,"dram_read_transactions","Device Memory Read Transactions",84,104823,51790
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",72,"dram_write_transactions","Device Memory Write Transactions",8,96797,46168
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::expr::SliceExp<mshadow::Tensor<mshadow::gpu, int=3, float>, mshadow::gpu, float, int=3, int=2>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)",458,"dram_read_transactions","Device Memory Read Transactions",0,100426,3018
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::expr::SliceExp<mshadow::Tensor<mshadow::gpu, int=3, float>, mshadow::gpu, float, int=3, int=2>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)",458,"dram_write_transactions","Device Memory Write Transactions",0,102478,4678
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op2eqELi1EEEJPfS7_fEEEviDpT0_",1,"dram_read_transactions","Device Memory Read Transactions",304,304,304
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op2eqELi1EEEJPfS7_fEEEviDpT0_",1,"dram_write_transactions","Device Memory Write Transactions",8,8,8
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::TypecastExp<int, float, mshadow::Tensor<mshadow::gpu, int=1, float>, int=1>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",1,"dram_read_transactions","Device Memory Read Transactions",299,299,299
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::TypecastExp<int, float, mshadow::Tensor<mshadow::gpu, int=1, float>, int=1>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",1,"dram_write_transactions","Device Memory Write Transactions",12,12,12
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_read_transactions","Device Memory Read Transactions",1505906,2150390,1828148
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_write_transactions","Device Memory Write Transactions",749396,1073996,911696
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BroadcastWithMultiAxesExp<mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=2>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",75,"dram_read_transactions","Device Memory Read Transactions",0,6072,658
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BroadcastWithMultiAxesExp<mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=2>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",75,"dram_write_transactions","Device Memory Write Transactions",4507,96319,44278
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>, mshadow::expr::Plan<mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::identity, mshadow::Tensor<mshadow::gpu, int=3, float>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)",36,"dram_read_transactions","Device Memory Read Transactions",32,720,166
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>, mshadow::expr::Plan<mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::identity, mshadow::Tensor<mshadow::gpu, int=3, float>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)",36,"dram_write_transactions","Device Memory Write Transactions",0,28,9
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_EEEviDpT0_",166,"dram_read_transactions","Device Memory Read Transactions",12,200567,6853
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_EEEviDpT0_",166,"dram_write_transactions","Device Memory Write Transactions",0,94215,1116
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",3,"dram_read_transactions","Device Memory Read Transactions",168,546,352
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",3,"dram_write_transactions","Device Memory Write Transactions",0,8719,2967
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op5rightELi1EEEJPfPKfSA_SA_EEEviDpT0_",174,"dram_read_transactions","Device Memory Read Transactions",5000,10654,6694
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op5rightELi1EEEJPfPKfSA_SA_EEEviDpT0_",174,"dram_write_transactions","Device Memory Write Transactions",0,6500,1439
"TITAN Xp (0)","void mxnet::op::mxnet_op::softmax_gradient_kernel<int=7, mshadow::op::mul, mxnet::op::mxnet_op::softmax_bwd, float, int=2>(float*, float, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)",18,"dram_read_transactions","Device Memory Read Transactions",516,4784,906
"TITAN Xp (0)","void mxnet::op::mxnet_op::softmax_gradient_kernel<int=7, mshadow::op::mul, mxnet::op::mxnet_op::softmax_bwd, float, int=2>(float*, float, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)",18,"dram_write_transactions","Device Memory Write Transactions",2620,3848,2812
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6squareELi1EEEJPfS7_EEEviDpT0_",36,"dram_read_transactions","Device Memory Read Transactions",24,103259,50039
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6squareELi1EEEJPfS7_EEEviDpT0_",36,"dram_write_transactions","Device Memory Write Transactions",500,97428,48631
"TITAN Xp (0)","void op_generic_tensor_kernel<int=2, float, float, float, int=256, cudnnGenericOp_t=6, cudnnNanPropagation_t=0, cudnnDimOrder_t=0, int=1>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, float, dimArray, reducedDivisorArray)",174,"dram_read_transactions","Device Memory Read Transactions",0,10148,1138
