==8325== NVPROF is profiling process 8325, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==8325== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==8325== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",0.016365,0.013216,9,0.001468,0.000992,0.001920,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.014780,0.011936,4,0.002984,0.002656,0.003296,"[CUDA memcpy HtoD]"
"GPU activities",0.008084,0.006528,1,0.006528,0.006528,0.006528,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4pickILi2EEEJPfS5_PiiiN7mshadow5ShapeILi2EEES9_EEEviDpT0_"
"GPU activities",0.008004,0.006464,3,0.002154,0.001792,0.002784,"[CUDA memcpy DtoH]"
"GPU activities",0.007172,0.005792,5,0.001158,0.001088,0.001312,"[CUDA memcpy DtoD]"
"GPU activities",0.003883,0.003136,2,0.001568,0.001536,0.001600,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::RangeExp<int>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.003329,0.002688,1,0.002688,0.002688,0.002688,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.003249,0.002624,2,0.001312,0.001312,0.001312,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_10tcast_clipEJPiPfiEEEviDpT0_"
"GPU activities",0.001823,0.001472,1,0.001472,0.001472,0.001472,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::TypecastExp<int, float, mshadow::Tensor<mshadow::gpu, int=1, float>, int=1>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.001704,0.001376,1,0.001376,0.001376,0.001376,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op3logELi1EEEJPfS7_EEEviDpT0_"
"GPU activities",0.001545,0.001248,1,0.001248,0.001248,0.001248,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op3mulELi1EEEJPfS8_S8_EEEviDpT0_"
"GPU activities",0.001545,0.001248,1,0.001248,0.001248,0.001248,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6rminusELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001466,0.001184,1,0.001184,0.001184,0.001184,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op7maximumELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001466,0.001184,1,0.001184,0.001184,0.001184,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_S8_EEEviDpT0_"
"GPU activities",0.001427,0.001152,1,0.001152,0.001152,0.001152,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op2eqELi1EEEJPfS7_fEEEviDpT0_"
"API calls",95.103103,1286.902413,2549,0.504865,0.007033,1196.783484,"cudaLaunch"
"API calls",4.414964,59.741771,291,0.205298,0.002035,9.427540,"cudaStreamSynchronize"
"API calls",0.242138,3.276526,19441,0.000168,0.000104,0.008859,"cudaSetupArgument"
"API calls",0.066707,0.902650,2549,0.000354,0.000159,0.011214,"cudaConfigureCall"
"API calls",0.057660,0.780230,12,0.065019,0.010137,0.471495,"cudaMemcpy2DAsync"
"API calls",0.052070,0.704598,75,0.009394,0.004702,0.029147,"cudaMemsetAsync"
"API calls",0.023651,0.320036,1125,0.000284,0.000162,0.008785,"cudaPeekAtLastError"
"API calls",0.013153,0.177985,643,0.000276,0.000181,0.001350,"cudaGetLastError"
"API calls",0.012219,0.165343,56,0.002952,0.001695,0.009337,"cudaEventQuery"
"API calls",0.007116,0.096295,56,0.001719,0.001143,0.003451,"cudaEventRecord"
"API calls",0.003802,0.051451,36,0.001429,0.000341,0.008996,"cudaSetDevice"
"API calls",0.002799,0.037877,10,0.003787,0.002368,0.007132,"cudaFuncGetAttributes"
"API calls",0.000232,0.003133,1,0.003133,0.003133,0.003133,"cuDeviceGetCount"
"API calls",0.000195,0.002637,4,0.000659,0.000311,0.001368,"cudaDeviceGetAttribute"
"API calls",0.000191,0.002585,4,0.000646,0.000326,0.001170,"cudaGetDevice"
