==7910== NVPROF is profiling process 7910, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==7910== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==7910== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",0.045942,0.041792,36,0.001160,0.001088,0.001248,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>, mshadow::expr::Plan<mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::identity, mshadow::Tensor<mshadow::gpu, int=3, float>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)"
"GPU activities",0.045381,0.041281,2,0.020640,0.020640,0.020641,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4TakeEJPfS4_S4_jjEEEviDpT0_"
"GPU activities",0.044606,0.040576,36,0.001127,0.001024,0.001248,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_fEEEviDpT0_"
"GPU activities",0.026665,0.024256,2,0.012128,0.012096,0.012160,"void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy620 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>**, bool=0, int, int)"
"GPU activities",0.026631,0.024225,3,0.008075,0.007392,0.009057,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.012737,0.011586,4,0.002896,0.001952,0.003392,"[CUDA memcpy HtoD]"
"GPU activities",0.009111,0.008288,6,0.001381,0.001024,0.001536,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.008830,0.008032,1,0.008032,0.008032,0.008032,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4pickILi2EEEJPfS5_PiiiN7mshadow5ShapeILi2EEES9_EEEviDpT0_"
"GPU activities",0.007317,0.006656,3,0.002218,0.001856,0.002880,"[CUDA memcpy DtoH]"
"GPU activities",0.005980,0.005440,5,0.001088,0.000928,0.001152,"[CUDA memcpy DtoD]"
"GPU activities",0.003166,0.002880,2,0.001440,0.001376,0.001504,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::RangeExp<int>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.002955,0.002688,2,0.001344,0.001344,0.001344,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_10tcast_clipEJPiPfiEEEviDpT0_"
"GPU activities",0.002849,0.002592,1,0.002592,0.002592,0.002592,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.001548,0.001408,1,0.001408,0.001408,0.001408,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::TypecastExp<int, float, mshadow::Tensor<mshadow::gpu, int=1, float>, int=1>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.001513,0.001376,1,0.001376,0.001376,0.001376,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op3logELi1EEEJPfS7_EEEviDpT0_"
"GPU activities",0.001302,0.001184,1,0.001184,0.001184,0.001184,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6rminusELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001266,0.001152,1,0.001152,0.001152,0.001152,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op7maximumELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001196,0.001088,1,0.001088,0.001088,0.001088,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op2eqELi1EEEJPfS7_fEEEviDpT0_"
"API calls",49.833218,1257.299796,4745,0.264973,0.006916,1195.634577,"cudaLaunch"
"API calls",47.371480,1195.189767,12,99.599147,0.010237,1194.448348,"cudaMemcpy2DAsync"
"API calls",2.350135,59.294259,486,0.122004,0.001761,9.187783,"cudaStreamSynchronize"
"API calls",0.287651,7.257478,33125,0.000219,0.000104,1.094523,"cudaSetupArgument"
"API calls",0.089617,2.261041,4745,0.000476,0.000164,0.333859,"cudaConfigureCall"
"API calls",0.018693,0.471632,56,0.008422,0.005027,0.016147,"cudaMemsetAsync"
"API calls",0.018036,0.455050,1696,0.000268,0.000162,0.002775,"cudaPeekAtLastError"
"API calls",0.015541,0.392094,1259,0.000311,0.000165,0.009370,"cudaGetLastError"
"API calls",0.007680,0.193767,56,0.003460,0.001862,0.012200,"cudaEventQuery"
"API calls",0.004422,0.111563,56,0.001992,0.001224,0.003915,"cudaEventRecord"
"API calls",0.001781,0.044931,36,0.001248,0.000332,0.004582,"cudaSetDevice"
"API calls",0.001373,0.034650,10,0.003465,0.002484,0.005687,"cudaFuncGetAttributes"
"API calls",0.000135,0.003402,4,0.000850,0.000320,0.001403,"cudaGetDevice"
"API calls",0.000122,0.003066,1,0.003066,0.003066,0.003066,"cuDeviceGetCount"
"API calls",0.000117,0.002954,4,0.000738,0.000304,0.001174,"cudaDeviceGetAttribute"
