==9031== NVPROF is profiling process 9031, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==9031== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==9031== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",0.028511,0.024481,3,0.008160,0.007456,0.009344,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=1>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.028399,0.024385,2,0.012192,0.012160,0.012225,"void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy620 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy620, bool=0, int, int, int>**, bool=0, int, int)"
"GPU activities",0.015803,0.013569,9,0.001507,0.001024,0.001888,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.009093,0.007808,4,0.001952,0.001952,0.001952,"[CUDA memcpy HtoD]"
"GPU activities",0.007863,0.006752,3,0.002250,0.001824,0.002784,"[CUDA memcpy DtoH]"
"GPU activities",0.007565,0.006496,1,0.006496,0.006496,0.006496,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4pickILi2EEEJPfS5_PiiiN7mshadow5ShapeILi2EEES9_EEEviDpT0_"
"GPU activities",0.007267,0.006240,5,0.001248,0.001120,0.001440,"[CUDA memcpy DtoD]"
"GPU activities",0.003354,0.002880,2,0.001440,0.001408,0.001472,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::RangeExp<int>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.003280,0.002816,2,0.001408,0.001376,0.001440,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_10tcast_clipEJPiPfiEEEviDpT0_"
"GPU activities",0.003056,0.002624,1,0.002624,0.002624,0.002624,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mxnet::op::mshadow_op::ne, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.001677,0.001440,1,0.001440,0.001440,0.001440,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::TypecastExp<int, float, mshadow::Tensor<mshadow::gpu, int=1, float>, int=1>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.001640,0.001408,1,0.001408,0.001408,0.001408,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op3logELi1EEEJPfS7_EEEviDpT0_"
"GPU activities",0.001565,0.001344,1,0.001344,0.001344,0.001344,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op3mulELi1EEEJPfS8_S8_EEEviDpT0_"
"GPU activities",0.001528,0.001312,1,0.001312,0.001312,0.001312,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6rminusELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001491,0.001280,1,0.001280,0.001280,0.001280,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op2eqELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001342,0.001152,1,0.001152,0.001152,0.001152,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op7maximumELi1EEEJPfS7_fEEEviDpT0_"
"GPU activities",0.001342,0.001152,1,0.001152,0.001152,0.001152,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_S8_EEEviDpT0_"
"API calls",64.696130,2356.776141,12,196.398011,0.012694,1178.018622,"cudaMemcpy2DAsync"
"API calls",33.529507,1221.426099,3134,0.389733,0.006956,1182.380575,"cudaLaunch"
"API calls",1.568756,57.147250,357,0.160076,0.001864,9.045213,"cudaStreamSynchronize"
"API calls",0.131389,4.786290,23903,0.000200,0.000104,0.320939,"cudaSetupArgument"
"API calls",0.034561,1.259016,3134,0.000401,0.000164,0.016950,"cudaConfigureCall"
"API calls",0.012227,0.445407,56,0.007953,0.004645,0.020705,"cudaMemsetAsync"
"API calls",0.010299,0.375162,1239,0.000302,0.000163,0.008887,"cudaPeekAtLastError"
"API calls",0.006109,0.222527,679,0.000327,0.000191,0.008584,"cudaGetLastError"
"API calls",0.004273,0.155647,56,0.002779,0.001728,0.004245,"cudaEventQuery"
"API calls",0.003241,0.118073,56,0.002108,0.001148,0.022669,"cudaEventRecord"
"API calls",0.002170,0.079047,36,0.002195,0.000321,0.010756,"cudaSetDevice"
"API calls",0.001095,0.039900,10,0.003990,0.002912,0.006951,"cudaFuncGetAttributes"
"API calls",0.000086,0.003115,4,0.000778,0.000377,0.001452,"cudaGetDevice"
"API calls",0.000079,0.002892,1,0.002892,0.002892,0.002892,"cuDeviceGetCount"
"API calls",0.000078,0.002854,4,0.000713,0.000343,0.001438,"cudaDeviceGetAttribute"
